RESIDENTIAL_UNITS,GROSS_SQUARE_FEET,BUILDING_AGE
2.0,1784.0,99.0
3.0,4800.0,125.0
1.0,1188.0,64.0
2.0,1894.0,79.0
2.0,2240.0,94.0
3.0,4410.0,20.0
1.0,1187.0,114.0
1.0,2413.0,99.0
2.0,2160.0,99.0
3.0,3207.0,114.0
1.0,1376.0,89.0
2.0,3056.0,99.0
2.0,2997.0,114.0
2.0,1855.0,74.0
1.0,1384.0,104.0
2.0,2098.0,99.0
1.0,1696.0,109.0
2.0,1400.0,64.0
1.0,1462.0,99.0
2.0,1863.0,79.0
1.0,1316.0,104.0
3.0,2180.0,94.0
1.0,600.0,123.0
2.0,1980.0,84.0
1.0,2310.0,59.0
6.0,3600.0,99.0
3.0,2100.0,125.0
1.0,1536.0,104.0
2.0,3250.0,99.0
2.0,1680.0,123.0
2.0,2490.0,125.0
4.0,2385.0,93.0
3.0,2850.0,114.0
1.0,1120.0,59.0
1.0,1925.0,94.0
1.0,1250.0,99.0
1.0,1584.0,94.0
2.0,1800.0,94.0
2.0,2640.0,125.0
4.0,5506.0,93.0
2.0,3023.0,94.0
3.0,2748.0,123.0
2.0,1675.0,64.0
1.0,788.0,104.0
3.0,3090.0,99.0
6.0,5062.0,88.0
1.0,1240.0,84.0
2.0,2640.0,125.0
2.0,3400.0,89.0
1.0,1230.0,99.0
2.0,2314.0,59.0
3.0,2754.0,123.0
3.0,4552.0,125.0
4.0,1980.0,93.0
1.0,1710.0,84.0
3.0,3562.0,59.0
3.0,2295.0,125.0
1.0,1020.0,104.0
4.0,3420.0,94.0
1.0,1244.0,94.0
1.0,2264.0,89.0
1.0,1230.0,104.0
3.0,2400.0,125.0
5.0,4100.0,94.0
2.0,2140.0,40.0
1.0,1440.0,94.0
2.0,2032.0,123.0
3.0,2637.0,114.0
1.0,2445.0,104.0
1.0,1855.0,94.0
2.0,3040.0,119.0
2.0,2806.0,125.0
1.0,3710.0,99.0
1.0,1620.0,37.0
2.0,3024.0,123.0
3.0,2760.0,114.0
2.0,2144.0,114.0
1.0,1264.0,104.0
2.0,2809.0,19.0
2.0,2090.0,123.0
3.0,3001.0,125.0
4.0,3600.0,94.0
6.0,5250.0,94.0
1.0,2557.0,8.0
4.0,3213.0,93.0
3.0,2472.0,125.0
1.0,4418.0,94.0
2.0,1920.0,74.0
1.0,1280.0,104.0
2.0,1600.0,89.0
2.0,2080.0,123.0
3.0,2687.0,64.0
2.0,2320.0,7.0
1.0,1491.0,114.0
2.0,3135.0,125.0
1.0,1584.0,99.0
4.0,3980.0,49.0
3.0,2620.0,109.0
3.0,2432.0,125.0
2.0,2000.0,20.0
3.0,3750.0,59.0
3.0,2331.0,125.0
1.0,1896.0,74.0
5.0,6000.0,114.0
2.0,2492.0,4.0
4.0,4520.0,114.0
1.0,1116.0,38.0
2.0,3146.0,54.0
2.0,4200.0,125.0
2.0,2400.0,114.0
2.0,1540.0,69.0
2.0,1386.0,109.0
2.0,2180.0,89.0
2.0,1305.0,104.0
2.0,1643.0,89.0
1.0,4524.0,89.0
1.0,2625.0,99.0
1.0,924.0,99.0
8.0,5252.0,104.0
2.0,2480.0,94.0
2.0,1536.0,99.0
1.0,1356.0,99.0
1.0,1914.0,114.0
2.0,1512.0,99.0
3.0,3520.0,125.0
2.0,1320.0,94.0
2.0,1600.0,64.0
2.0,2560.0,99.0
2.0,3360.0,168.0
2.0,1908.0,99.0
3.0,3600.0,125.0
1.0,1840.0,59.0
2.0,2432.0,123.0
1.0,1364.0,99.0
3.0,3067.0,64.0
2.0,3648.0,94.0
2.0,1280.0,99.0
2.0,1778.0,99.0
2.0,2854.0,114.0
3.0,3900.0,17.0
3.0,4120.0,64.0
2.0,2464.0,20.0
1.0,1720.0,99.0
3.0,2680.0,94.0
3.0,3000.0,119.0
2.0,3360.0,94.0
2.0,1470.0,79.0
2.0,2700.0,125.0
4.0,3800.0,104.0
2.0,2178.0,69.0
4.0,3432.0,99.0
2.0,2480.0,94.0
2.0,2560.0,99.0
2.0,1540.0,69.0
2.0,3100.0,94.0
1.0,1425.0,94.0
3.0,3117.0,18.0
2.0,2680.0,94.0
2.0,3100.0,59.0
3.0,1848.0,104.0
1.0,2400.0,114.0
1.0,1940.0,104.0
1.0,1282.0,94.0
3.0,2250.0,125.0
2.0,1800.0,104.0
2.0,868.0,109.0
1.0,4074.0,94.0
2.0,1836.0,104.0
3.0,1410.0,114.0
1.0,2607.0,125.0
2.0,1646.0,94.0
2.0,1560.0,94.0
1.0,1440.0,59.0
1.0,1224.0,64.0
2.0,1600.0,94.0
2.0,2121.0,125.0
5.0,3224.0,93.0
3.0,3000.0,125.0
1.0,1680.0,94.0
1.0,1320.0,99.0
3.0,1800.0,119.0
1.0,1890.0,94.0
4.0,3095.0,104.0
1.0,1512.0,99.0
1.0,1520.0,99.0
3.0,2376.0,104.0
2.0,1400.0,104.0
8.0,5500.0,96.0
1.0,1156.0,99.0
1.0,1280.0,94.0
2.0,2896.0,94.0
3.0,3300.0,125.0
1.0,1760.0,84.0
2.0,1660.0,109.0
1.0,2682.0,125.0
1.0,1440.0,99.0
1.0,1092.0,104.0
4.0,4816.0,50.0
1.0,1188.0,114.0
1.0,2086.0,109.0
3.0,3400.0,64.0
2.0,2480.0,94.0
2.0,2139.0,114.0
2.0,2156.0,99.0
2.0,2676.0,114.0
4.0,3344.0,93.0
1.0,1320.0,104.0
2.0,2080.0,104.0
6.0,2599.0,93.0
1.0,1472.0,99.0
2.0,2223.0,18.0
2.0,1440.0,99.0
1.0,1120.0,64.0
2.0,2128.0,123.0
2.0,1872.0,99.0
1.0,1456.0,99.0
2.0,1176.0,99.0
2.0,3324.0,123.0
2.0,2404.0,104.0
2.0,1836.0,114.0
2.0,1400.0,89.0
4.0,3440.0,94.0
1.0,1148.0,99.0
6.0,4800.0,100.0
2.0,3288.0,59.0
2.0,2480.0,99.0
1.0,952.0,104.0
5.0,2720.0,124.0
3.0,2520.0,17.0
3.0,2023.0,125.0
1.0,1812.0,94.0
3.0,3618.0,19.0
3.0,3091.0,99.0
3.0,2801.0,84.0
2.0,3909.0,104.0
1.0,1344.0,114.0
4.0,3075.0,99.0
1.0,720.0,104.0
2.0,3448.0,54.0
2.0,2360.0,99.0
2.0,2247.0,125.0
2.0,2396.0,125.0
2.0,1344.0,104.0
2.0,3456.0,94.0
1.0,1640.0,37.0
2.0,2200.0,114.0
1.0,3275.0,114.0
1.0,1224.0,104.0
1.0,1700.0,114.0
2.0,1084.0,99.0
6.0,4400.0,114.0
2.0,1592.0,89.0
2.0,2172.0,125.0
2.0,2160.0,123.0
2.0,1182.0,104.0
1.0,2500.0,35.0
3.0,1892.0,99.0
1.0,1116.0,34.0
2.0,1500.0,123.0
1.0,1404.0,104.0
2.0,1970.0,104.0
2.0,1920.0,104.0
3.0,2250.0,123.0
2.0,2280.0,104.0
1.0,960.0,104.0
2.0,1540.0,79.0
2.0,2904.0,109.0
1.0,2340.0,79.0
3.0,3150.0,74.0
4.0,3198.0,94.0
1.0,1888.0,74.0
1.0,840.0,94.0
1.0,2044.0,59.0
1.0,1326.0,104.0
2.0,2680.0,89.0
3.0,2036.0,119.0
3.0,2280.0,114.0
2.0,2400.0,123.0
1.0,952.0,104.0
1.0,1664.0,104.0
3.0,2508.0,104.0
2.0,1546.0,125.0
1.0,1400.0,94.0
2.0,1794.0,104.0
3.0,2957.0,18.0
2.0,3083.0,99.0
3.0,3040.0,125.0
2.0,1710.0,94.0
2.0,1680.0,89.0
1.0,680.0,79.0
2.0,2090.0,99.0
8.0,5000.0,93.0
2.0,1984.0,114.0
2.0,1810.0,125.0
1.0,1480.0,104.0
2.0,1616.0,99.0
3.0,2952.0,125.0
2.0,2160.0,94.0
2.0,1330.0,109.0
6.0,4788.0,97.0
1.0,2080.0,104.0
3.0,2265.0,84.0
2.0,1200.0,125.0
2.0,2328.0,114.0
4.0,2700.0,93.0
3.0,3855.0,4.0
1.0,1869.0,64.0
1.0,1092.0,99.0
1.0,1640.0,99.0
1.0,1920.0,13.0
2.0,1627.0,64.0
1.0,1674.0,69.0
2.0,2160.0,99.0
2.0,2160.0,94.0
2.0,1216.0,99.0
1.0,1693.0,114.0
2.0,2520.0,94.0
6.0,7110.0,8.0
2.0,2955.0,125.0
1.0,1008.0,99.0
2.0,2016.0,64.0
2.0,1120.0,94.0
1.0,1558.0,114.0
3.0,3600.0,109.0
4.0,3600.0,98.0
2.0,1700.0,94.0
1.0,1600.0,89.0
1.0,1240.0,99.0
2.0,2405.0,69.0
1.0,3612.0,119.0
2.0,4432.0,123.0
2.0,1400.0,64.0
3.0,3072.0,104.0
1.0,1156.0,99.0
3.0,2100.0,114.0
3.0,2520.0,125.0
6.0,3750.0,93.0
1.0,1436.0,104.0
1.0,980.0,99.0
1.0,952.0,104.0
1.0,1140.0,99.0
1.0,1408.0,99.0
3.0,2661.0,125.0
1.0,1134.0,34.0
1.0,1956.0,94.0
3.0,3025.0,44.0
3.0,3240.0,19.0
1.0,1616.0,114.0
1.0,2651.0,59.0
3.0,1976.0,114.0
2.0,2090.0,125.0
1.0,1472.0,99.0
3.0,3600.0,22.0
2.0,2147.0,114.0
1.0,2652.0,104.0
1.0,1284.0,104.0
1.0,1820.0,84.0
1.0,1472.0,94.0
2.0,1544.0,123.0
2.0,768.0,89.0
6.0,4125.0,96.0
3.0,2376.0,19.0
3.0,3360.0,125.0
3.0,4456.0,114.0
2.0,1056.0,119.0
2.0,3040.0,125.0
1.0,1836.0,94.0
1.0,1424.0,94.0
2.0,1843.0,74.0
3.0,3360.0,123.0
1.0,1440.0,99.0
1.0,1782.0,79.0
5.0,3675.0,118.0
2.0,3120.0,109.0
2.0,4900.0,38.0
1.0,1116.0,74.0
1.0,1260.0,104.0
2.0,1368.0,125.0
16.0,14615.0,17.0
1.0,1618.0,114.0
1.0,1200.0,104.0
1.0,1392.0,104.0
3.0,3168.0,99.0
2.0,1472.0,104.0
2.0,1624.0,123.0
4.0,2500.0,93.0
2.0,1760.0,104.0
1.0,1304.0,104.0
6.0,6006.0,117.0
34.0,31200.0,99.0
2.0,2536.0,94.0
2.0,1216.0,89.0
2.0,2400.0,104.0
3.0,1788.0,123.0
3.0,2096.0,119.0
2.0,2860.0,94.0
2.0,2985.0,114.0
13.0,5040.0,104.0
1.0,2432.0,123.0
2.0,1664.0,99.0
3.0,3600.0,18.0
1.0,900.0,104.0
3.0,3600.0,125.0
2.0,1528.0,94.0
2.0,2275.0,79.0
2.0,2600.0,32.0
2.0,2472.0,64.0
1.0,1184.0,104.0
6.0,3780.0,114.0
3.0,3276.0,104.0
3.0,1944.0,64.0
10.0,10500.0,93.0
2.0,2078.0,64.0
6.0,4000.0,99.0
3.0,3936.0,39.0
2.0,2016.0,114.0
2.0,2250.0,125.0
2.0,2040.0,94.0
1.0,1200.0,125.0
3.0,2160.0,93.0
3.0,2205.0,94.0
1.0,1704.0,94.0
1.0,1148.0,99.0
5.0,3693.0,109.0
2.0,2384.0,125.0
2.0,3192.0,119.0
4.0,3636.0,100.0
4.0,3120.0,93.0
2.0,1400.0,125.0
1.0,1406.0,109.0
1.0,1868.0,94.0
4.0,4305.0,123.0
1.0,1216.0,99.0
2.0,1400.0,94.0
3.0,2376.0,109.0
2.0,2364.0,119.0
1.0,1120.0,74.0
2.0,2160.0,15.0
8.0,6800.0,104.0
1.0,1230.0,99.0
1.0,1668.0,119.0
2.0,3024.0,64.0
2.0,1248.0,94.0
2.0,2263.0,94.0
6.0,5412.0,104.0
3.0,3315.0,6.0
2.0,2016.0,99.0
2.0,1167.0,114.0
1.0,968.0,64.0
3.0,3240.0,2.0
1.0,1882.0,109.0
1.0,1288.0,94.0
2.0,2848.0,125.0
2.0,1408.0,99.0
1.0,1632.0,109.0
2.0,1920.0,69.0
1.0,1425.0,99.0
1.0,1404.0,125.0
1.0,952.0,104.0
6.0,6500.0,114.0
4.0,3120.0,93.0
2.0,2449.0,125.0
4.0,3198.0,94.0
1.0,1672.0,74.0
2.0,1612.0,69.0
2.0,3048.0,94.0
6.0,4875.0,93.0
2.0,3210.0,125.0
4.0,3195.0,119.0
1.0,1536.0,99.0
2.0,2604.0,14.0
3.0,2478.0,94.0
2.0,2058.0,69.0
1.0,1350.0,114.0
1.0,2820.0,114.0
1.0,1683.0,119.0
3.0,3960.0,125.0
1.0,1148.0,37.0
1.0,2832.0,109.0
6.0,3040.0,125.0
2.0,1619.0,99.0
1.0,1260.0,64.0
1.0,1926.0,74.0
1.0,2186.0,114.0
2.0,1480.0,94.0
1.0,1806.0,84.0
4.0,2700.0,93.0
2.0,2040.0,123.0
11.0,8284.0,109.0
2.0,2850.0,94.0
1.0,1408.0,99.0
1.0,1536.0,99.0
1.0,1020.0,119.0
2.0,2600.0,99.0
3.0,2520.0,125.0
1.0,2750.0,119.0
1.0,1368.0,79.0
2.0,2880.0,114.0
1.0,916.0,104.0
2.0,4552.0,123.0
2.0,2500.0,59.0
1.0,1281.0,125.0
2.0,2052.0,64.0
2.0,1540.0,69.0
2.0,1800.0,114.0
2.0,2961.0,93.0
1.0,1026.0,99.0
2.0,2496.0,94.0
1.0,1700.0,89.0
3.0,2340.0,114.0
1.0,1764.0,104.0
2.0,1500.0,109.0
1.0,1423.0,99.0
2.0,1640.0,74.0
1.0,1260.0,94.0
2.0,3443.0,69.0
2.0,1100.0,104.0
2.0,3126.0,125.0
3.0,6900.0,31.0
3.0,2843.0,64.0
3.0,3000.0,69.0
3.0,3220.0,54.0
2.0,2392.0,84.0
5.0,3434.0,26.0
3.0,2720.0,104.0
2.0,2396.0,64.0
1.0,3102.0,8.0
6.0,2400.0,94.0
1.0,910.0,104.0
3.0,2277.0,109.0
3.0,2560.0,104.0
2.0,2475.0,125.0
2.0,1736.0,79.0
2.0,1508.0,99.0
1.0,1989.0,84.0
2.0,1750.0,74.0
2.0,2000.0,59.0
2.0,1500.0,104.0
4.0,3040.0,94.0
2.0,2500.0,19.0
2.0,1989.0,89.0
1.0,1840.0,94.0
2.0,2000.0,125.0
1.0,1260.0,104.0
1.0,1575.0,125.0
2.0,2430.0,104.0
1.0,992.0,74.0
2.0,2070.0,84.0
1.0,3240.0,119.0
3.0,3840.0,104.0
2.0,1422.0,99.0
6.0,1842.0,103.0
3.0,3229.0,125.0
2.0,1745.0,74.0
2.0,2240.0,99.0
2.0,964.0,79.0
2.0,2838.0,59.0
2.0,1864.0,104.0
2.0,3380.0,119.0
2.0,2720.0,99.0
3.0,3240.0,19.0
1.0,1080.0,64.0
2.0,2000.0,104.0
2.0,1325.0,94.0
1.0,3249.0,119.0
3.0,2048.0,20.0
1.0,1320.0,94.0
1.0,1710.0,59.0
2.0,2100.0,30.0
2.0,2332.0,94.0
2.0,2452.0,99.0
3.0,2410.0,19.0
1.0,1064.0,99.0
3.0,2115.0,109.0
3.0,1968.0,125.0
2.0,2856.0,104.0
3.0,3600.0,114.0
3.0,2496.0,114.0
1.0,3626.0,39.0
3.0,3300.0,125.0
1.0,2998.0,125.0
3.0,2688.0,94.0
3.0,2196.0,89.0
2.0,2369.0,64.0
1.0,1134.0,34.0
2.0,2430.0,99.0
2.0,2280.0,104.0
2.0,1414.0,64.0
2.0,2182.0,99.0
2.0,1984.0,125.0
2.0,2080.0,119.0
1.0,1911.0,123.0
3.0,3000.0,224.0
8.0,5740.0,119.0
2.0,2342.0,125.0
2.0,2340.0,114.0
2.0,2700.0,119.0
3.0,1992.0,114.0
1.0,1414.0,94.0
2.0,2160.0,125.0
11.0,12000.0,104.0
2.0,2000.0,94.0
3.0,3105.0,123.0
3.0,3036.0,89.0
2.0,1400.0,94.0
2.0,2232.0,125.0
2.0,2828.0,125.0
2.0,2058.0,125.0
2.0,1560.0,64.0
3.0,3454.0,54.0
1.0,1800.0,125.0
2.0,1784.0,99.0
1.0,1020.0,69.0
2.0,2160.0,125.0
2.0,2060.0,123.0
1.0,756.0,84.0
2.0,1764.0,123.0
1.0,1624.0,94.0
3.0,2860.0,74.0
2.0,3600.0,123.0
1.0,884.0,109.0
2.0,2172.0,123.0
1.0,2352.0,104.0
1.0,1544.0,104.0
1.0,952.0,104.0
2.0,3000.0,114.0
6.0,3374.0,94.0
3.0,2799.0,114.0
2.0,3300.0,123.0
2.0,1688.0,109.0
2.0,3250.0,64.0
2.0,1902.0,84.0
1.0,1417.0,104.0
6.0,4500.0,93.0
3.0,3096.0,114.0
2.0,2020.0,114.0
2.0,1740.0,94.0
1.0,2054.0,99.0
2.0,1938.0,74.0
2.0,1748.0,94.0
2.0,2100.0,104.0
3.0,3200.0,94.0
1.0,1116.0,38.0
2.0,1320.0,125.0
2.0,1440.0,125.0
1.0,2328.0,114.0
2.0,2520.0,99.0
2.0,2240.0,114.0
1.0,3958.0,29.0
3.0,3225.0,20.0
3.0,2128.0,94.0
6.0,4455.0,93.0
1.0,1600.0,99.0
8.0,6600.0,93.0
1.0,1456.0,99.0
1.0,700.0,79.0
1.0,3144.0,114.0
2.0,2160.0,114.0
12.0,10320.0,97.0
3.0,2052.0,123.0
3.0,2040.0,94.0
1.0,1316.0,99.0
3.0,1960.0,114.0
2.0,2698.0,74.0
2.0,2200.0,64.0
1.0,1504.0,104.0
4.0,1680.0,123.0
1.0,1425.0,99.0
2.0,2200.0,19.0
2.0,1732.0,84.0
2.0,4050.0,93.0
1.0,1530.0,104.0
2.0,1180.0,123.0
1.0,1064.0,99.0
1.0,1962.0,69.0
1.0,4062.0,20.0
3.0,2560.0,104.0
3.0,2268.0,109.0
2.0,2640.0,123.0
3.0,2400.0,94.0
2.0,2232.0,99.0
2.0,1836.0,94.0
1.0,768.0,79.0
1.0,2087.0,89.0
1.0,1482.0,104.0
3.0,3088.0,2.0
2.0,2947.0,64.0
2.0,2564.0,27.0
2.0,1208.0,119.0
2.0,3600.0,125.0
2.0,2232.0,99.0
4.0,3900.0,100.0
2.0,2256.0,94.0
3.0,2912.0,104.0
6.0,3900.0,93.0
1.0,1296.0,59.0
